movie_id,title,description
761,"Phantom, The (1996)","Charles Duchemin, a well-known gourmet and publisher of a famous restaurant guide, is waging a war against fast food entrepreneur Tri- catel to save the French art of cooking. After having agreed to appear on a talk show to show his skills in naming food and wine by taste, he is confronted with two disasters: his son wants to become a clown rather than a restaurant tester and he, the famous Charles Duchemin, has lost his taste!"
1626,Fire Down Below (1997),Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.
2614,Chopping Mall (a.k.a. Killbots) (1986),"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out."
504,No Escape (1994),"An emotionally scarred highway drifter shoots a sadistic trick who rapes her, and ultimately becomes America's first female serial killer."
3810,White Sands (1992),No description available
547,Surviving the Game (1994),The mother of a severely traumatized daughter enlists the aid of a unique horse trainer to help the girl's equally injured horse.
2894,Romance (1999),"Grace Dalrymple Elliot is a British aristocrat trapped in Paris during the French Revolution. Determined to maintain her stiff upper lip and pampered life despite the upheaval, Grace continues her friendship with the Duke of Orléans while risking her life and liberty to protect a fugitive."
776,Babyfever (1994),A weekend at a marquis’ country château lays bare some ugly truths about a group of haut bourgeois acquaintances.
137,Man of the Year (1995),"A narcissistic TV weatherman, along with his attractive-but-distant producer, and his mawkish cameraman, is sent to report on Groundhog Day in the small town of Punxsutawney, where he finds himself repeating the same day over and over."
3909,Woman on Top (2000),No description available
747,"Stupids, The (1996)","Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners."
717,Mouth to Mouth (Boca a boca) (1995),No description available
3867,All the Rage (a.k.a. It's the Rage) (1999),Four nights in Caracas. A documentary essay about chaos and civilization.
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",No description available
725,"Great White Hype, The (1996)",No description available
3031,Repossessed (1990),"An obsessed scientist conducts profane experiments in evolution, eventually establishing himself as the self-styled demigod to a race of mutated, half-human abominations."
2305,Slam (1998),No description available
1503,8 Heads in a Duffel Bag (1997),No description available
767,"Grass Harp, The (1995)","As Lord Voldemort tightens his grip on both the Muggle and wizarding worlds, Hogwarts is no longer a safe haven. Harry suspects perils may even lie within the castle, but Dumbledore is more intent upon preparing him for the final battle fast approaching. Together they work to find the key to unlock Voldemorts defenses and to this end, Dumbledore recruits his old friend and colleague Horace Slughorn, whom he believes holds crucial information. Even as the decisive showdown looms, romance blossoms for Harry, Ron, Hermione and their classmates. Love is in the air, but danger lies ahead and Hogwarts may never be the same again."
774,Wend Kuuni (God's Gift) (1982),"Working men and women leave through the main gate of the Lumière factory in Lyon, France. Filmed on 22 March 1895, it is often referred to as the first real motion picture ever made, although Louis Le Prince's 1888 Roundhay Garden Scene pre-dated it by seven years.  Three separate versions of this film exist, which differ from one another in numerous ways. The first version features a carriage drawn by one horse, while in the second version the carriage is drawn by two horses, and there is no carriage at all in the third version. The clothing style is also different between the three versions, demonstrating the different seasons in which each was filmed. This film was made in the 35 mm format with an aspect ratio of 1.33:1, and at a speed of 16 frames per second. At that rate, the 17 meters of film length provided a duration of 46 seconds, holding a total of 800 frames."
2425,"General, The (1998)",No description available
3158,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",No description available
3245,I Am Cuba (Soy Cuba/Ya Kuba) (1964),No description available
3181,Titus (1999),No description available
2602,Mighty Peking Man (Hsing hsing wang) (1977),No description available
1741,"Midaq Alley (Callejón de los milagros, El) (1995)",No description available
2624,After Life (1998),No description available
2483,"Day of the Beast, The (El Día de la bestia) (1995)",No description available
1844,Live Flesh (1997),"Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love."
3459,Gothic (1986),No description available
2585,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",No description available
3532,Freedom for Us (À nous la liberté ) (1931),No description available
1867,Tarzan and the Lost City (1998),No description available
1795,"Callejón de los milagros, El (1995)",No description available
1796,In God's Hands (1998),No description available
1891,"Ugly, The (1997)","The epic saga continues as Luke Skywalker, in hopes of defeating the evil Galactic Empire, learns the ways of the Jedi from aging master Yoda. But Darth Vader is more determined than ever to capture Luke. Meanwhile, rebel leader Princess Leia, cocky Han Solo, Chewbacca, and droids C-3PO and R2-D2 are thrown into various stages of capture, betrayal and despair."
2768,Stiff Upper Lips (1998),"Julian makes a lucrative living as an escort to older women in the Los Angeles area. He begins a relationship with Michelle, a local politician's wife, without expecting any pay. One of his clients is murdered and Detective Sunday begins pumping him for details on his different clients, something he is reluctant to do considering the nature of his work. Julian begins to suspect he's being framed. Meanwhile Michelle begins to fall in love with him."
